Exchange,Segment,ExchSeg,Token,FullName,Symbol,TradingSymbol,Series,ISIN,LotSize,TickSize,PricePrecision,OptionType,Underlying,UnderlyingToken,StrikePrice,Expiry,FreezeQty,Lower Band,Upper Band,SurCodes,Events,ExchangeID,Multiplier,SettlementType
NSE,CM,NSECM,5366,WINDLAS BIOTECH LIMITED,WINDLAS,WINDLAS-EQ,EQ,INE0H5O01029,1,0.05,2,,,0,0.00,,116552,686.40,1029.50,,,5366,1,
NSE,CM,NSECM,28314,ANUH PHARMA LIMITED,ANUHPHR,ANUHPHR-EQ,EQ,INE489G01022,1,0.01,2,,,0,0.00,,1264625,63.26,94.88,,Final Dividend - Rs. - 1.5000;05 Aug 2026,28314,1,
NSE,CM,NSECM,23740,TBO TEK LIMITED,TBOTEK,TBOTEK-EQ,EQ,INE673O01025,1,0.10,2,,,0,0.00,,69929,1143.20,1714.80,2100,,23740,1,
NSE,CM,NSECM,13352,MALU PAPER MILLS LIMITED,MALUPAPER,MALUPAPER-EQ,EQ,INE383H01017,1,0.01,2,,,0,0.00,,557836,28.55,42.81,1500;2200;2300,,13352,1,
NSE,CM,NSECM,22730,VIBHOR STEEL TUBES LTD,VSTL,VSTL-EQ,EQ,INE0QTF01015,1,0.01,2,,,0,0.00,,620070,88.92,133.36,2300,,22730,1,
NSE,CM,NSECM,10876,HDFCAMC - HDFCSILVER,HDFCSILVER,HDFCSILVER-EQ,EQ,INF179KC1DI2,1,0.01,2,,,0,0.00,,472861,169.15,253.71,,,10876,1,
NSE,CM,NSECM,28888,SENORES PHARMACEUTICALS L,SENORES,SENORES-EQ,EQ,INE0RB801010,1,0.10,2,,,0,0.00,,72026,1110.00,1665.00,2100;3300;3600;4100,,28888,1,
NSE,CM,NSECM,6711,IL&FS INVESTMENT MANAGERS,IVC,IVC-EQ,EQ,INE050B01023,1,0.01,2,,,0,0.00,,10268869,6.59,9.87,1600;2100,,6711,1,
NSE,CM,NSECM,29464,DSPAMC - NEXT30ADD,NEXT30ADD,NEXT30ADD-EQ,EQ,INF740KA1VE5,1,0.01,2,,,0,0.00,,356159,33.78,50.66,,,29464,1,
NSE,CM,NSECM,762638,DECCAN GOLD MINES LTD.,DECNGOLD,DECNGOLD-EQ,EQ,INE945F01025,1,0.01,2,,,0,0.00,,513949,155.62,233.42,3300;3900;4100,,762638,1,
NSE,CM,NSECM,9428,SKIPPER LIMITED,SKIPPER,SKIPPER-EQ,EQ,INE439E01022,1,0.05,2,,,0,0.00,,189113,422.95,634.35,,,9428,1,
NSE,CM,NSECM,20822,SURAJ ESTATE DEVELOPERS L,SURAJEST,SURAJEST-EQ,EQ,INE843S01025,1,0.01,2,,,0,0.00,,516620,154.85,232.27,,,20822,1,
NSE,CM,NSECM,13538,TECH MAHINDRA LIMITED,TECHM,TECHM-EQ,EQ,INE669C01036,1,0.10,2,,,0,0.00,,63702,1403.60,1715.40,,,13538,1,
NSE,CM,NSECM,578,LIKHITHA INFRASTRUC LTD,LIKHITHA,LIKHITHA-EQ,EQ,INE060901027,1,0.05,2,,,0,0.00,,441286,203.95,249.25,4100,,578,1,
NSE,CM,NSECM,595,CARBORUNDUM UNIVERSAL LTD,CARBORUNIV,CARBORUNIV-EQ,EQ,INE120A01034,1,0.10,2,,,0,0.00,,93912,851.50,1277.10,2100,Final Dividend - Rs. - 2.5000;31 Jul 2026,595,1,
NSE,CM,NSECM,20425,NACL INDUSTRIES LIMITED,NACLIND,NACLIND-EQ,EQ,INE295D01020,1,0.01,2,,,0,0.00,,508072,157.44,236.16,2100;4100;4300,,20425,1,
NSE,CM,NSECM,14707,TIME TECHNOPLAST LTD.,TIMETECHNO,TIMETECHNO-EQ,EQ,INE508G01029,1,0.01,2,,,0,0.00,,496596,161.01,241.51,,,14707,1,
NSE,CM,NSECM,4471,ELPRO INTERNATIONAL LTD,ELPROINTL,ELPROINTL-EQ,EQ,INE579B01039,1,0.01,2,,,0,0.00,,566398,158.87,194.17,1201;2300;3300;4100,,4471,1,
NSE,CM,NSECM,25447,GROWWAMC - GROWWLIQID,GROWWLIQID,GROWWLIQID-EQ,EQ,INF666M01IP5,1,0.01,2,,,0,0.00,,430841,104.53,115.53,,,25447,1,
NSE,CM,NSECM,761099,INSOLATION ENERGY LIMITED,INA,INA-EQ,EQ,INE0LGX01024,1,0.01,2,,,0,0.00,,888189,90.06,135.08,4100,,761099,1,
NSE,CM,NSECM,762712,H B ESTATE DEVELOPERS L,HBESD,HBESD-EQ,EQ,INE640B01021,1,0.01,2,,,0,0.00,,750789,59.21,88.81,2300,,762712,1,
NSE,CM,NSECM,13376,UTTAM SUGAR MILLS LTD.,UTTAMSUGAR,UTTAMSUGAR-EQ,EQ,INE786F01031,1,0.01,2,,,0,0.00,,437710,182.77,274.15,,,13376,1,
NSE,CM,NSECM,350,BANNARI AMMAN SUGARS LTD,BANARISUG,BANARISUG-EQ,EQ,INE459A01010,1,0.10,2,,,0,0.00,,28551,2801.50,4202.10,2300,,350,1,
NSE,CM,NSECM,3024,JINDAL SAW LIMITED,JINDALSAW,JINDALSAW-EQ,EQ,INE324A01032,1,0.05,2,,,0,0.00,,391378,204.30,306.40,,,3024,1,
NSE,CM,NSECM,1494,RESTAURANT BRAND ASIA LTD,RBA,RBA-EQ,EQ,INE07T201019,1,0.01,2,,,0,0.00,,1534129,52.13,78.19,1500;2200,,1494,1,
NSE,CM,NSECM,404,BERGER PAINTS (I) LTD,BERGEPAINT,BERGEPAINT-EQ,EQ,INE463A01038,1,0.05,2,,,0,0.00,,200551,398.40,597.50,2100,Dividend - Rs. - 4.0000;05 Aug 2026,404,1,
NSE,CM,NSECM,762817,NILE LTD.,NILE,NILE-EQ,EQ,INE445D01013,1,0.10,2,,,0,0.00,,55474,1442.10,2163.10,,,762817,1,
NSE,CM,NSECM,18566,R R KABEL LIMITED,RRKABEL,RRKABEL-EQ,EQ,INE777K01022,1,0.10,2,,,0,0.00,,40038,1994.90,2992.30,2100;3300;3500;3900,,18566,1,
NSE,CM,NSECM,19,STYRENIX PERFORMANCE LTD,STYRENIX,STYRENIX-EQ,EQ,INE189B01011,1,0.10,2,,,0,0.00,,40727,1964.00,2946.00,,,19,1,
NSE,CM,NSECM,3518,TORRENT PHARMACEUTICALS L,TORNTPHARM,TORNTPHARM-EQ,EQ,INE685A01028,1,0.10,2,,,0,0.00,,19778,4465.40,5457.60,2100,,3518,1,
NSE,CM,NSECM,10576,NIP IND ETF NIFTY BEES,NIFTYBEES,NIFTYBEES-EQ,EQ,INF204KB14I2,1,0.01,2,,,0,0.00,,367715,217.33,325.99,,,10576,1,
NSE,CM,NSECM,1708,JAY BHARAT MARUTI LTD,JAYBARMARU,JAYBARMARU-EQ,EQ,INE571B01036,1,0.01,2,,,0,0.00,,619730,153.30,169.42,201,Final Dividend - Rs. - 0.7000;18 Aug 2026,1708,1,
NSE,CM,NSECM,308,BAJAJ HINDUSTHAN SUGAR LT,BAJAJHIND,BAJAJHIND-EQ,EQ,INE306A01021,1,0.01,2,,,0,0.00,,5783020,13.84,20.74,,,308,1,
NSE,CM,NSECM,10590,LOYAL TEXTILE MILLS LTD,LOYALTEX,LOYALTEX-EQ,EQ,INE970D01010,1,0.01,2,,,0,0.00,,157496,184.55,225.55,2200;2300,,10590,1,
NSE,CM,NSECM,6262,SEL MANUFACTURING CO LTD,SELMC,SELMC-EQ,EQ,INE105I01020,1,0.01,2,,,0,0.00,,1083503,22.60,33.88,1500;2200;2300,,6262,1,
NSE,CM,NSECM,11265,TVS ELECTRONICS LTD,TVSELECT,TVSELECT-EQ,EQ,INE236G01019,1,0.05,2,,,0,0.00,,201347,397.35,595.95,2100,,11265,1,
NSE,CM,NSECM,25270,BAJAJ HOUSING FINANCE LTD,BAJAJHFL,BAJAJHFL-EQ,EQ,INE377Y01014,1,0.01,2,,,0,0.00,,1183190,75.78,92.60,,,25270,1,
NSE,CM,NSECM,762648,DR. AGARWAL'S EYE HOSP L,DRAGARWQ,DRAGARWQ-EQ,EQ,INE934C01018,1,0.50,2,,,0,0.00,,19910,4017.50,6025.50,2300,,762648,1,
NSE,CM,NSECM,17507,INCREDIBLE INDUSTRIES LTD,INCREDIBLE,INCREDIBLE-EQ,EQ,INE452L01012,1,0.01,2,,,0,0.00,,1529173,26.72,40.06,2300,,17507,1,
NSE,CM,NSECM,6863,BAJAJ HEALTHCARE LIMITED,BAJAJHCARE,BAJAJHCARE-EQ,EQ,INE411U01027,1,0.05,2,,,0,0.00,,309257,258.70,388.00,,,6863,1,
NSE,CM,NSECM,11677,INDOCO REMEDIES LTD.,INDOCO,INDOCO-EQ,EQ,INE873D01024,1,0.01,2,,,0,0.00,,410750,194.74,292.10,2200,,11677,1,
NSE,CM,NSECM,3291,STAR PAPER MILLS LTD,STARPAPER,STARPAPER-EQ,EQ,INE733A01018,1,0.01,2,,,0,0.00,,510392,118.20,177.30,2300,,3291,1,
NSE,CM,NSECM,2176,AKG EXIM LIMITED,AKG,AKG-EQ,EQ,INE00Y801016,1,0.01,2,,,0,0.00,,1039093,8.37,12.55,2100;2300,,2176,1,
NSE,CM,NSECM,17939,HINDUSTAN COPPER LTD,HINDCOPPER,HINDCOPPER-EQ,EQ,INE531E01026,1,0.05,2,,,0,0.00,,206942,386.55,579.75,2100;4200;4300,,17939,1,
NSE,CM,NSECM,4481,AARTI DRUGS LTD.,AARTIDRUGS,AARTIDRUGS-EQ,EQ,INE767A01016,1,0.05,2,,,0,0.00,,247158,323.60,485.40,,,4481,1,
NSE,CM,NSECM,2388,NELCO LTD,NELCO,NELCO-EQ,EQ,INE045B01015,1,0.05,2,,,0,0.00,,107199,746.25,1119.35,2100,,2388,1,
NSE,CM,NSECM,17903,ABBOTT INDIA LIMITED,ABBOTINDIA,ABBOTINDIA-EQ,EQ,INE358A01014,1,5.00,2,,,0,0.00,,3568,22405.00,33605.00,,Special Dividend - Rs. - 131.0000;24 Jul 2026,17903,1,
NSE,CM,NSECM,759316,RUBICON RESEARCH LIMITED,RUBICON,RUBICON-EQ,EQ,INE506V01022,1,0.10,2,,,0,0.00,,65655,1216.20,1824.20,2100;3300;3500;4100,Final Dividend - Rs. - 1.5000;07 Aug 2026,759316,1,
NSE,CM,NSECM,27067,VARDHMAN SPC STEEL LTD,VSSL,VSSL-EQ,EQ,INE050M01012,1,0.05,2,,,0,0.00,,337528,237.00,355.50,,,27067,1,
NSE,CM,NSECM,2439,NK INDUSTRIES LTD,NKIND,NKIND-EQ,EQ,INE542C01019,1,0.01,2,,,0,0.00,,196522,47.78,71.66,201;1500;2200;2300,,2439,1,
NSE,CM,NSECM,14068,SAGAR CEMENTS LIMITED,SAGCEM,SAGCEM-EQ,EQ,INE229C01021,1,0.01,2,,,0,0.00,,563217,142.04,213.04,2200,,14068,1,
NSE,CM,NSECM,4847,KRISHNA INST OF MED SCI L,KIMS,KIMS-EQ,EQ,INE967H01025,1,0.05,2,,,0,0.00,,125160,638.30,957.40,2100,,4847,1,
NSE,CM,NSECM,7844,ICICIPRAMC - ICICIAUTO,AUTOIETF,AUTOIETF-EQ,EQ,INF109KC10V2,1,0.01,2,,,0,0.00,,2598181,22.76,34.14,,,7844,1,
NSE,CM,NSECM,3546,TTK PRESTIGE LTD,TTKPRESTIG,TTKPRESTIG-EQ,EQ,INE690A01028,1,0.05,2,,,0,0.00,,155301,514.70,772.00,2100,Final Dividend - Rs. - 7.5000;29 Jul 2026,3546,1,
NSE,CM,NSECM,3496,THIRUMALAI CHEMICALS LTD,TIRUMALCHM,TIRUMALCHM-EQ,EQ,INE338A01024,1,0.01,2,,,0,0.00,,596132,134.20,201.28,2200,,3496,1,
NSE,CM,NSECM,14535,UTIAMC-UTIGOLDBETA,GOLDBETA,GOLDBETA-EQ,EQ,INF789F1AUX7,1,0.05,2,,,0,0.00,,827575,96.65,144.95,,,14535,1,
NSE,CM,NSECM,3375,SURYA ROSHNI LTD,SURYAROSNI,SURYAROSNI-EQ,EQ,INE335A01020,1,0.05,2,,,0,0.00,,420253,190.40,285.50,,,3375,1,
NSE,CM,NSECM,18721,NUVAMA WEALTH MANAGE LTD,NUVAMA,NUVAMA-EQ,EQ,INE531F01023,1,0.10,2,,,0,0.00,,50364,1782.10,2178.10,1001;2000,,18721,1,
NSE,CM,NSECM,22277,WORTH PERIPHERALS LIMITED,WORTHPERI,WORTHPERI-EQ,EQ,INE196Y01018,1,0.01,2,,,0,0.00,,515056,114.27,171.39,2300,,22277,1,
NSE,CM,NSECM,10310,AURUM PROPTECH LIMITED,AURUM,AURUM-EQ,EQ,INE898S01029,1,0.01,2,,,0,0.00,,451928,177.00,265.50,2100,,10310,1,
NSE,CM,NSECM,8546,CHALET HOTELS LIMITED,CHALET,CHALET-EQ,EQ,INE427F01016,1,0.05,2,,,0,0.00,,122635,651.55,977.25,,,8546,1,
NSE,CM,NSECM,4656,SHIVALIK BIMETAL CON. LTD,SBCL,SBCL-EQ,EQ,INE386D01027,1,0.05,2,,,0,0.00,,132315,604.60,906.80,2100;3500;4100,,4656,1,
NSE,CM,NSECM,25907,WAAREE ENERGIES LIMITED,WAAREEENER,WAAREEENER-EQ,EQ,INE377N01017,1,0.10,2,,,0,0.00,,36818,2431.80,2972.20,,,25907,1,
NSE,CM,NSECM,4055,PANACEA BIOTEC LTD,PANACEABIO,PANACEABIO-EQ,EQ,INE922B01023,1,0.05,2,,,0,0.00,,226626,419.15,463.25,2200;3900;4100,,4055,1,
NSE,CM,NSECM,14788,SUN PHARMA ADV.RES.CO.LTD,SPARC,SPARC-EQ,EQ,INE232I01014,1,0.01,2,,,0,0.00,,462410,194.61,237.85,201,,14788,1,
NSE,CM,NSECM,17032,THYROCARE TECH LTD,THYROCARE,THYROCARE-EQ,EQ,INE594H01019,1,0.05,2,,,0,0.00,,177149,451.40,677.10,1201;1600,,17032,1,
NSE,CM,NSECM,13528,GMR AIRPORTS LIMITED,GMRAIRPORT,GMRAIRPORT-EQ,EQ,INE776C01039,1,0.01,2,,,0,0.00,,929188,96.41,117.83,2100,,13528,1,
NSE,CM,NSECM,2535,P&G HYGIENE & HEALTH CARE,PGHH,PGHH-EQ,EQ,INE179A01014,1,0.50,2,,,0,0.00,,11133,7180.00,10769.00,,Final Dividend - Rs. - 60.0000;26 Aug 2026,2535,1,
NSE,CM,NSECM,18553,JUPITER LIFE LINE HOSP L,JLHL,JLHL-EQ,EQ,INE682M01020,1,0.10,2,,,0,0.00,,309142,258.60,387.80,2100,Stock  Split From Rs.10/- to Rs.2/-;24 Jul 2026,18553,1,
NSE,CM,NSECM,1164,NEWGEN SOFTWARE TECH LTD,NEWGEN,NEWGEN-EQ,EQ,INE619B01017,1,0.05,2,,,0,0.00,,197660,404.60,606.80,4300,,1164,1,
NSE,CM,NSECM,19525,INDUSTRIAL INV TRUST LTD,IITL,IITL-EQ,EQ,INE886A01014,1,0.01,2,,,0,0.00,,713759,105.62,158.42,2200;2300,,19525,1,
NSE,CM,NSECM,19234,LAURUS LABS LIMITED,LAURUSLABS,LAURUSLABS-EQ,EQ,INE947Q01028,1,0.10,2,,,0,0.00,,62082,1441.10,1761.30,2100,,19234,1,
NSE,CM,NSECM,15151,MADHAV MARBLE & GRANITE,MADHAV,MADHAV-EQ,EQ,INE925C01016,1,0.01,2,,,0,0.00,,292565,27.04,40.54,201;2100;2300,,15151,1,
NSE,CM,NSECM,758173,PROSTARM INFO SYSTEMS LTD,PROSTARM,PROSTARM-EQ,EQ,INE0BX301013,1,0.01,2,,,0,0.00,,808582,98.94,148.40,,,758173,1,
NSE,CM,NSECM,762869,R S D FINANCE LTD.,RSDFIN,RSDFIN-EQ,EQ,INE616F01022,1,0.01,2,,,0,0.00,,423348,66.25,99.37,2300,,762869,1,
NSE,CM,NSECM,17433,NETWEB TECH INDIA LTD,NETWEB,NETWEB-EQ,EQ,INE0NT901020,1,0.10,2,,,0,0.00,,24027,3324.80,4987.20,2100;3600;4300,,17433,1,
NSE,CM,NSECM,760874,GROWWAMC - GROWWHOSPI,GROWWHOSPI,GROWWHOSPI-EQ,EQ,INF666M01OD9,1,0.01,2,,,0,0.00,,715195,42.64,63.96,,,760874,1,
NSE,CM,NSECM,19731,GUJARAT PIPAVAV PORT LTD,GPPL,GPPL-EQ,EQ,INE517F01014,1,0.01,2,,,0,0.00,,670046,119.39,179.07,,,19731,1,
NSE,CM,NSECM,15085,UTIAMC-SILVERBETA,SILVERBETA,SILVERBETA-EQ,EQ,INF789F1AYK6,1,0.01,2,,,0,0.00,,468610,170.70,256.04,,,15085,1,
NSE,CM,NSECM,11374,TIPS FILMS LIMITED,TIPSFILMS,TIPSFILMS-EQ,EQ,INE0LQS01015,1,0.05,2,,,0,0.00,,141357,327.35,490.95,201;2200,,11374,1,
NSE,CM,NSECM,4529,ICICIPRAMC - ICICINXT50,NEXT50IETF,NEXT50IETF-EQ,EQ,INF109KC1NS5,1,0.01,2,,,0,0.00,,1320853,60.56,90.82,,,4529,1,
NSE,CM,NSECM,11864,PRIME SECURITIES LIMITED,PRIMESECU,PRIMESECU-EQ,EQ,INE032B01021,1,0.05,2,,,0,0.00,,364348,219.60,329.30,2100;2300,,11864,1,
NSE,CM,NSECM,757478,SCODA TUBES LIMITED,SCODATUBES,SCODATUBES-EQ,EQ,INE090501011,1,0.01,2,,,0,0.00,,680564,117.55,176.31,,,757478,1,
NSE,CM,NSECM,6977,ICDS LTD,ICDSLTD,ICDSLTD-EQ,EQ,INE613B01010,1,0.01,2,,,0,0.00,,425972,36.44,44.52,2300,,6977,1,
NSE,CM,NSECM,17388,ADANI POWER LTD,ADANIPOWER,ADANIPOWER-EQ,EQ,INE814H01029,1,0.01,2,,,0,0.00,,462831,192.30,235.02,,,17388,1,
NSE,CM,NSECM,30469,KOTAKMAMC - MID150,MID150,MID150-EQ,EQ,INF174KA1VW2,1,0.01,2,,,0,0.00,,185715,18.45,27.67,,,30469,1,
NSE,CM,NSECM,29251,ITC HOTELS LIMITED,ITCHOTELS,ITCHOTELS-EQ,EQ,INE379A01028,1,0.01,2,,,0,0.00,,624891,127.94,191.90,,,29251,1,
NSE,CM,NSECM,1663,SUNDROP BRANDS LIMITED,SUNDROP,SUNDROP-EQ,EQ,INE209A01019,1,0.05,2,,,0,0.00,,145546,549.65,824.45,2100,,1663,1,
NSE,CM,NSECM,16713,UNITED BREWERIES LTD,UBL,UBL-EQ,EQ,INE686F01025,1,0.10,2,,,0,0.00,,71388,1118.90,1678.30,2100,Final Dividend - Rs. - 10.0000;07 Aug 2026,16713,1,
NSE,CM,NSECM,181,RAJDARSHAN INDUSTRIES LTD,ARENTERP,ARENTERP-EQ,EQ,INE610C01014,1,0.01,2,,,0,0.00,,101640,35.40,53.08,201;2200;2300,,181,1,
NSE,CM,NSECM,13875,JINDAL DRILLING IND. LTD,JINDRILL,JINDRILL-EQ,EQ,INE742C01031,1,0.05,2,,,0,0.00,,165249,484.10,726.10,,,13875,1,
NSE,CM,NSECM,14782,151NSETEST,151NSETEST,151NSETEST-EQ,EQ,DUMMYSAN019,1,0.05,2,,,0,0.00,,0,180.00,220.00,,,14782,1,
NSE,CM,NSECM,5200,GRAUER & WEIL IND LTD,GRAUWEIL,GRAUWEIL-EQ,EQ,INE266D01021,1,0.01,2,,,0,0.00,,1351618,59.18,88.76,,,5200,1,
NSE,CM,NSECM,19142,USHA MARTIN EDU & SOL LTD,UMESLTD,UMESLTD-EQ,EQ,INE240C01028,1,0.01,2,,,0,0.00,,863796,5.13,5.65,2300,,19142,1,
NSE,CM,NSECM,419,BHANSALI ENG. POLYMERS LT,BEPL,BEPL-EQ,EQ,INE922A01025,1,0.01,2,,,0,0.00,,820734,97.45,146.17,,Interim Dividend - Rs. - 1.0000;23 Jul 2026,419,1,
NSE,CM,NSECM,10865,GVP INFOTECH LIMITED,GVPTECH,GVPTECH-EQ,EQ,INE382T01030,1,0.01,2,,,0,0.00,,5325572,5.40,8.10,2200,,10865,1,
NSE,CM,NSECM,10791,NUCLEUS SOFTWARE EXPORTS,NUCLEUS,NUCLEUS-EQ,EQ,INE096B01018,1,0.05,2,,,0,0.00,,137996,579.65,869.45,,,10791,1,
NSE,CM,NSECM,13565,SHREE RAMA NEWSPRINT LTD,RAMANEWS,RAMANEWS-EQ,EQ,INE278B01020,1,0.01,2,,,0,0.00,,3500106,22.86,34.28,1500;2200;2300,,13565,1,
NSE,CM,NSECM,1076,ZENSAR TECHNOLOGIES  LTD,ZENSARTECH,ZENSARTECH-EQ,EQ,INE520A01027,1,0.05,2,,,0,0.00,,197465,404.75,607.05,,,1076,1,
NSE,CM,NSECM,14562,ZENITH STEEL PIP IND LTD,ZENITHSTL,ZENITHSTL-EQ,EQ,INE318D01020,1,0.01,2,,,0,0.00,,4652569,5.25,6.41,,,14562,1,
NSE,CM,NSECM,10822,MOTILALAMC - MOQUALITY,MOQUALITY,MOQUALITY-EQ,EQ,INF247L01BH8,1,0.01,2,,,0,0.00,,51581,160.44,240.66,,,10822,1,
NSE,CM,NSECM,13057,UNIPARTS INDIA LIMITED,UNIPARTS,UNIPARTS-EQ,EQ,INE244O01017,1,0.05,2,,,0,0.00,,144998,551.60,827.40,,,13057,1,
NSE,CM,NSECM,5688,ARCHIES LTD,ARCHIES,ARCHIES-EQ,EQ,INE731A01020,1,0.01,2,,,0,0.00,,1104604,11.00,16.50,2200;2300,,5688,1,
NSE,CM,NSECM,11432,KRITI NUTRIENTS LIMITED,KRITINUT,KRITINUT-EQ,EQ,INE798K01010,1,0.01,2,,,0,0.00,,1329596,67.69,82.73,2300;4100,,11432,1,
NSE,CM,NSECM,21713,LASA SUPERGENERICS LTD,LASA,LASA-EQ,EQ,INE670X01014,1,0.01,2,,,0,0.00,,1638309,6.25,7.63,2200;2300,,21713,1,
NSE,CM,NSECM,13463,PIONEER EMBROIDERIES LTD,PIONEEREMB,PIONEEREMB-EQ,EQ,INE156C01018,1,0.01,2,,,0,0.00,,1007394,17.64,26.46,201;2100;2300,,13463,1,
NSE,CM,NSECM,7376,HP ADHESIVES LIMITED,HPAL,HPAL-EQ,EQ,INE0GSL01024,1,0.01,2,,,0,0.00,,3003843,26.64,39.94,,,7376,1,
NSE,CM,NSECM,357,NIPPON L I A M LTD,NAM-INDIA,NAM-INDIA-EQ,EQ,INE298J01013,1,0.10,2,,,0,0.00,,89428,1001.30,1223.70,,,357,1,
NSE,CM,NSECM,760125,FABTECH TECHNOLOGIES LTD,FABTECH,FABTECH-EQ,EQ,INE0HF201011,1,0.01,2,,,0,0.00,,667827,119.79,179.67,,Final Dividend - Rs. - 0.6000;17 Aug 2026,760125,1,
NSE,CM,NSECM,31837,SREELEATHERS LIMITED,SREEL,SREEL-EQ,EQ,INE099F01013,1,0.01,2,,,0,0.00,,438647,182.38,273.56,,,31837,1,
NSE,CM,NSECM,27020,A B INFRABUILD LIMITED,ABINFRA,ABINFRA-EQ,EQ,INE00YB01025,1,0.01,2,,,0,0.00,,9689794,8.26,12.38,3900;4100;4300,,27020,1,
NSE,CM,NSECM,2711,PRECOT LIMITED,PRECOT,PRECOT-EQ,EQ,INE283A01014,1,0.05,2,,,0,0.00,,121390,782.60,864.90,2300;3500;4100;4300,,2711,1,
NSE,CM,NSECM,761037,CEINSYS TECH LIMITED,CEINSYS,CEINSYS-EQ,EQ,INE016Q01014,1,0.05,2,,,0,0.00,,114925,696.05,1044.05,,,761037,1,
NSE,CM,NSECM,13359,KFIN TECHNOLOGIES LIMITED,KFINTECH,KFINTECH-EQ,EQ,INE138Y01010,1,0.05,2,,,0,0.00,,116484,772.00,943.50,,,13359,1,
NSE,CM,NSECM,5606,INTL CONVEYORS LIMITED,INTLCONV,INTLCONV-EQ,EQ,INE575C01027,1,0.01,2,,,0,0.00,,1332384,60.04,90.06,,,5606,1,
NSE,CM,NSECM,1576,GILLETTE INDIA LTD,GILLETTE,GILLETTE-EQ,EQ,INE322A01010,1,0.50,2,,,0,0.00,,12772,6263.00,9394.00,,Final Dividend - Rs. - 60.0000;24 Aug 2026,1576,1,
NSE,CM,NSECM,23184,MOTILALAMC - MOREALTY,MOREALTY,MOREALTY-EQ,EQ,INF247L01CI4,1,0.01,2,,,0,0.00,,948298,70.84,106.24,,,23184,1,
NSE,CM,NSECM,10176,SBI-ETF NIFTY 50,SETFNIF50,SETFNIF50-EQ,EQ,INF200KA1FS1,1,0.01,2,,,0,0.00,,386191,205.40,308.08,,,10176,1,
NSE,CM,NSECM,16819,QUANTUM NIFTY 50 ETF,QNIFTY,QNIFTY-EQ,EQ,INF082J01499,1,0.01,2,,,0,0.00,,78526,210.00,314.98,,,16819,1,
NSE,CM,NSECM,27095,SWAN CORP LIMITED,SWANCORP,SWANCORP-EQ,EQ,INE665A01038,1,0.05,2,,,0,0.00,,322232,248.25,372.35,,,27095,1,
NSE,CM,NSECM,14890,AKI INDIA LIMITED,AKI,AKI-EQ,EQ,INE642Z01026,1,0.01,2,,,0,0.00,,3374833,3.41,5.11,4200;4300,,14890,1,
NSE,CM,NSECM,22663,JANA SMALL FIN BANK LTD,JSFB,JSFB-EQ,EQ,INE953L01027,1,0.05,2,,,0,0.00,,186136,429.60,644.30,,,22663,1,
NSE,CM,NSECM,14774,111NSETEST,111NSETEST,111NSETEST-EQ,EQ,DUMMYSAN015,1,0.05,2,,,0,0.00,,0,180.00,220.00,,,14774,1,
NSE,CM,NSECM,762899,SHRI BAJRANG ALLIANCE L,SHBAJRG,SHBAJRG-EQ,EQ,INE402H01015,1,0.01,2,,,0,0.00,,294298,147.15,220.71,2300,,762899,1,
NSE,CM,NSECM,15399,EIH ASSOCIATED HOTELS LTD,EIHAHOTELS,EIHAHOTELS-EQ,EQ,INE276C01014,1,0.05,2,,,0,0.00,,321620,248.75,373.05,,Final Dividend - Rs. - 3.5000;28 Jul 2026,15399,1,
NSE,CM,NSECM,761814,TCC CONCEPT LIMITED,TCC,TCC-EQ,EQ,INE887D01016,1,0.05,2,,,0,0.00,,367676,217.60,326.30,,,761814,1,
NSE,CM,NSECM,2144,BHARAT DYNAMICS LIMITED,BDL,BDL-EQ,EQ,INE171Z01026,1,0.10,2,,,0,0.00,,80276,1118.70,1367.30,2100,,2144,1,
NSE,CM,NSECM,760229,MEESHO LIMITED,MEESHO,MEESHO-EQ,EQ,INE0VDM01015,1,0.01,2,,,0,0.00,,538000,148.20,222.28,2200,,760229,1,
NSE,CM,NSECM,27161,CINELINE INDIA LIMITED,CINELINE,CINELINE-EQ,EQ,INE704H01022,1,0.01,2,,,0,0.00,,1120511,69.37,104.05,2300,,27161,1,
NSE,CM,NSECM,16725,RPG LIFE SCIENCES LTD,RPGLIFE,RPGLIFE-EQ,EQ,INE105J01010,1,0.10,2,,,0,0.00,,34036,2349.60,3524.40,3200,,16725,1,
NSE,CM,NSECM,16657,ANIK INDUSTRIES LTD,ANIKINDS,ANIKINDS-EQ,EQ,INE087B01017,1,0.01,2,,,0,0.00,,907537,32.56,48.84,2200;2300;4200;4300,,16657,1,
NSE,CM,NSECM,14150,BODHI TREE MULTIMEDIA LTD,BTML,BTML-EQ,EQ,INE0EEJ01023,1,0.01,2,,,0,0.00,,5941516,5.57,8.35,,,14150,1,
NSE,CM,NSECM,4422,INDIAN CARD CLOTHING CO.,INDIANCARD,INDIANCARD-EQ,EQ,INE061A01014,1,0.01,2,,,0,0.00,,194273,179.18,268.76,2300,,4422,1,
NSE,CM,NSECM,11703,ALKEM LABORATORIES LTD.,ALKEM,ALKEM-EQ,EQ,INE540L01014,1,0.50,2,,,0,0.00,,17694,5070.50,6196.50,,,11703,1,
NSE,CM,NSECM,7456,DSPAMC - DSPQ50ETF,MIDQ50ADD,MIDQ50ADD-EQ,EQ,INF740KA1ZF3,1,0.01,2,,,0,0.00,,1301945,19.63,29.43,,,7456,1,
